model_name,optimizer,model_key,seed_word_urdu,seed_word_english,temperature,generated_text,vocab_diversity,repetition_rate,avg_word_length,total_words,unique_words
Transformer,Adam,Transformer_Adam,یاد,Memory,1.0,یاد پائنچے تیری ہیں دل تمہاری کر ہیں رہنما نے میں میرا تیری عشق گا ہیں ہو مگر غروب افکار سے بول تھی تھے کر آرا,0.8461538461538461,0.0,3.269230769230769,26,22
Transformer,Adam,Transformer_Adam,یاد,Memory,1.3,یاد ہمارے ہے حشم جھجکتے قدم رو ہے بے نہیں گیسو جل ہوتا مٹنا شیریں ڈھلتی کسی سریجن کشاں واے محمل سوزن رکے نہا بعد مجھے,0.9615384615384616,0.0,3.5384615384615383,26,25
Transformer,Adam,Transformer_Adam,خوشی,Happiness,0.7,خوشی ہے سے ساتھ درازی کو نہ کو کا نہ و سے کو کو کے سر کا کا سے کو کی نکلا ہے میں یہ دل,0.6153846153846154,0.040000000000000036,2.3461538461538463,26,16
Transformer,Adam,Transformer_Adam,خوشی,Happiness,1.0,خوشی سنگ ہے عیب ہما لی کو زار اس کی میں ہے کعبہ عذر ہے صدا نہیں ہیں در تھے تو ہے وہ پہ گے گیا,0.8846153846153846,0.0,2.6153846153846154,26,23
Transformer,Adam,Transformer_Adam,خوشی,Happiness,1.3,خوشی چلے وحشتے درندوں خبر دریدہ نہ ہے رات ہی جانب پیش چالاکیاں موڑ آتے آج کے اپنے ہوں تاخیر حسن یارب کہانی کی میں لگتا,1.0,0.0,3.576923076923077,26,26
Transformer,RMSprop,Transformer_RMSprop,محبت,Love,0.7,محبت نے کر شب ہے ہو میں ہم کا لگائے لطف ہستی ہے جس سے خلوت گے دل بگڑا سے کے گے ہو نہ زندگی نہ,0.8076923076923077,0.0,2.6153846153846154,26,21
Transformer,RMSprop,Transformer_RMSprop,محبت,Love,1.0,محبت کے دھوپ مرے کی مجمر یعنی میں گھات ہے دونی فتنۂ ہے نہیں کا کیجئے جئیں محشر حقیقت ہے ابر سے ہے رہا ہے ہے,0.8076923076923077,0.0,3.1538461538461537,26,21
Transformer,RMSprop,Transformer_RMSprop,محبت,Love,1.3,محبت جکڑا ڈھلا عشق ہیں کو کیا کیا تھا ہو بھی کاشانوں ادب کرے ہو عنبر ہے نہ عذرا ممکنہ چاٹ کھول ہادی آشفتگی نامحرم گواہ,0.9230769230769231,0.0,3.576923076923077,26,24
Transformer,RMSprop,Transformer_RMSprop,دل,Heart,0.7,دل ہی سے نہ کوئی کا ہے بہرہ کاسہ ہے جاتی ہے ہے ہے ہو بزم دوا لیکن گئی اور گے میں ہوگا بدن یہ اور,0.8076923076923077,0.040000000000000036,2.730769230769231,26,21
Transformer,RMSprop,Transformer_RMSprop,دل,Heart,1.0,دل میں کو غم باب گھر آواز دے بے کو لٹائیں ہے گلدستے لالہ بھی صندلیں سوا بھوکے قلندری ہو لہو چلا رہا ہے نہ ہے,0.8846153846153846,0.0,3.1923076923076925,26,23
Transformer,RMSprop,Transformer_RMSprop,دل,Heart,1.3,دل شب کو کس کا کیسا نے ديد روکنے وہ دھیمے ساتھ ہو نالاں پھرا بادشاہی ہلے فضا احتساب ہے ہے ہو دستار ہے ولے اڑنے,0.8846153846153846,0.0,3.269230769230769,26,23
Transformer,RMSprop,Transformer_RMSprop,شام,Evening,0.7,شام ہوں میں نے تو میں بیت نہ تو جانتے ہیں دے جائے ہیں گے برق سن گے گے بیٹھے گے گے مری تم گے رہے,0.6923076923076923,0.040000000000000036,2.6923076923076925,26,18
Transformer,RMSprop,Transformer_RMSprop,شام,Evening,1.0,شام و نہ میں کرو داغ پتہ تھا اپنی آسماں سے وہ نیلے ہو کس اٹھائیے مضطر مٹیا پرچھائیں رہا آب میں ہے کیا ہے ہے,0.8846153846153846,0.0,3.1538461538461537,26,23
Transformer,RMSprop,Transformer_RMSprop,شام,Evening,1.3,شام مری کاری ہودہ چھڑانا باہم ہے کسی سے کم جو بجھ نظر کو نہ نہ سامانوں دیکھنا سمجھتے جانا وگرنہ نہ مر کچھ ہو گیا,0.9230769230769231,0.0,3.3461538461538463,26,24
Transformer,RMSprop,Transformer_RMSprop,یاد,Memory,0.7,یاد ہیں اب اس سے اک تو دل تجھے بات ہوئے میں اس سے رہے پر ساتھ گے اور مری گے دیکھتے ہیں آہستہ چلے گے,0.8076923076923077,0.040000000000000036,2.8461538461538463,26,21
Transformer,RMSprop,Transformer_RMSprop,یاد,Memory,1.0,یاد جب بے نہ نیروے نے دیکھتے کیا ہو رہے نثار رویوں ہیں محرمانہ آزمائی رہے پایا گئی منظر برداری تعاقب مرثیہ ہو مشتری ہے چلا,0.9230769230769231,0.0,3.730769230769231,26,24
Transformer,RMSprop,Transformer_RMSprop,یاد,Memory,1.3,یاد ایک سہی انجان بیٹھے گیا بھلے خوں شاہوں رہا کو ہوں کسی کو دے یہاں ہے تمہیں ہیں کو گیا ہیں ورنہ دگر ساتھ آشام,0.8461538461538461,0.0,3.3076923076923075,26,22
Transformer,RMSprop,Transformer_RMSprop,خوشی,Happiness,0.7,خوشی کی گمنام بھی نہ پھر ہیں <OOV> کے کو ہم گے تھے نہ گے گے گے زمانہ نفس ذوق طرح گے لوٹ گے سے ادائے‌,0.7692307692307693,0.040000000000000036,2.8846153846153846,26,20
Transformer,RMSprop,Transformer_RMSprop,خوشی,Happiness,1.0,خوشی ہے میں و داغوں مگر گے سخن میں پیوستہ رنگ پاؤں ہم نے تو گے رہے نگارے خواب گے کہ سستے ہوتی رہی ہے جل,0.8461538461538461,0.0,3.0,26,22
Transformer,RMSprop,Transformer_RMSprop,خوشی,Happiness,1.3,خوشی لوگ الحاں نے حوالے ہوتا ہیں ساقی ہے بدخشاں سے دے بھی محفل ببروں تھی گئی چلے لہکنا تھے رو گے خودی آ بہلایئے وہ,1.0,0.0,3.423076923076923,26,26
Transformer,SGD,Transformer_SGD,محبت,Love,0.7,محبت میں کوئی تو ہو ہوں ہوں نہیں میں نہیں میں ہوں ہوں نہیں جدا نہ جاتا ہے آوارگی میں مری ہے نہ لگیں میں گے,0.5769230769230769,0.12,3.1153846153846154,26,15
Transformer,SGD,Transformer_SGD,محبت,Love,1.0,محبت کے آنکھ لیے ترے پہ ہیں ہے رو مر یہاں سکتے نہ پڑا کا گے ہو نہ میں تھی مارے گے ہے لگا وہ میں,0.8461538461538461,0.0,2.6923076923076925,26,22
Transformer,SGD,Transformer_SGD,محبت,Love,1.3,محبت دھوپ عشق خدمت دولت نے بہی مشرب تھی بے تمہیں دریا رو ہو ہے جان گزر اندھیر زندگی نہ گیا ہے ہے مری دار لائیں,0.9230769230769231,0.0,3.269230769230769,26,24
Transformer,SGD,Transformer_SGD,دل,Heart,0.7,دل کے بھی میرؔ آپ نہ نہ نہ نہ کو تقاضا بیٹھے کوئی گے نہ گئے کرو گے نہ گے نہ آوارگی گے پاؤ گے گے,0.5769230769230769,0.16000000000000003,2.6923076923076925,26,15
Transformer,SGD,Transformer_SGD,دل,Heart,1.0,دل کتاب خلوت میں دنوں سنبھال نہیں مانگے نہ ہے بے سوال گیا میں تھا ہے رہا رہا رہا ہے خواب آوارگی میں مری ہو ہوں,0.7692307692307693,0.040000000000000036,3.269230769230769,26,20
Transformer,SGD,Transformer_SGD,دل,Heart,1.3,دل تو کربلا تراشے چاہئے تو کریں عشق ہوتا آئے ہے میں بھلا ہے ہوگا کیا پاؤ نالے پاؤ ہے لیسنس کو لگیں گے منیں <OOV>,0.8461538461538461,0.0,3.3461538461538463,26,22
Transformer,SGD,Transformer_SGD,شام,Evening,0.7,شام بھی ابرو کے بھی نہیں دیتے ہو ہو ہیں لیے کو ہے رہ کر نہیں اپنا لگیں نہ گے ہے لگیں ہے گے پاؤ مری,0.7307692307692307,0.0,2.8076923076923075,26,19
Transformer,SGD,Transformer_SGD,شام,Evening,1.0,شام پانی میں میں نے ایسا تو میں منصور نہیں تھی ہوتا ہے تھا ہے ہے ہو سکتا پاؤ تم لگیں پاؤ گے کو گیا گے,0.7692307692307693,0.0,2.923076923076923,26,20
Transformer,SGD,Transformer_SGD,شام,Evening,1.3,شام بھر چمن رو لیا کیا رہے کس قدم ہیں ہیں کیا میرا آساں لگیں عزیز آ ہو پاؤ ہے دور میں کوں ہے بال ہے,0.8461538461538461,0.0,2.8846153846153846,26,22
Transformer,SGD,Transformer_SGD,یاد,Memory,0.7,یاد ہے تم تو اپنے میں نہیں آتا نہیں کے جانا نہیں ہو طرف ہے گیا گے گیا طرح لگیں رہا نہ ہے پاؤ ہے گیا,0.7307692307692307,0.040000000000000036,2.8461538461538463,26,19
Transformer,SGD,Transformer_SGD,یاد,Memory,1.0,یاد ہو تو کوئی نہیں دیتے تھیں ترے دے سے گیا رہا ہوں کر ہے میں گیا اور کو جائیں نہ ہے جان میں میں سے,0.8076923076923077,0.0,2.8461538461538463,26,21
Transformer,SGD,Transformer_SGD,یاد,Memory,1.3,یاد سرا میں لینے چاہئے بڑے دوست نہ لیتا میرا جانے جانا نہ کوئی مملو فسانہ گیا رتیاں ہے گیا دن دوست آوارگی ہوگی کروں اٹک,0.8846153846153846,0.0,3.6153846153846154,26,23
Transformer,SGD,Transformer_SGD,خوشی,Happiness,0.7,خوشی کے میں ہی سب دیکھتے ہیں کی ہیں طرف خواب ہیں نہیں ہیں ہیں ہے پانچ ہیں جان گے بڑی آپ ہیں اور ہوتے ہیں,0.7307692307692307,0.0,3.0384615384615383,26,19
Transformer,SGD,Transformer_SGD,خوشی,Happiness,1.0,خوشی تھے میرے میں اکثر تم شرر ہے سمجھتے چلے گے رہے کیوں جاتی بھولیں ہم رہے ہیں ہم ہیں ہے ابھی ہیں آوارگی رہے نکلے,0.7692307692307693,0.0,3.3846153846153846,26,20
Transformer,SGD,Transformer_SGD,خوشی,Happiness,1.3,خوشی و گدا ہوائیں رہی طعنہ میں ہیں دم ممکن پر ہے ہے رکھنا دیں نہ جاوے محسنؔ آوارگی ہوئی آوارگی ہوتے بدلا تھے ہائے ہے,0.8846153846153846,0.0,3.5,26,23
